Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SunMar 1,All Day,EUR,Medium Impact Expected,EU Economic Summit,,,
SunMar 1,5:30pm,AUD,Low Impact Expected,AIG Manufacturing Index,31.7,,36.6
SunMar 1,6:30pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.70%,,0.80%
SunMar 1,7:03pm,AUD,Medium Impact Expected,HIA New Home Sales m/m,8.30%,,-1.70%
SunMar 1,7:30pm,AUD,Low Impact Expected,Company Operating Profits q/q,-6.50%,-1.70%,7.30%
SunMar 1,8:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,-1.30%,-1.20%,-0.80%
SunMar 1,9:30pm,CNY,Medium Impact Expected,Caixin Manufacturing PMI,45.1,,42.2
MonMar 2,12:30am,AUD,Medium Impact Expected,Commodity Prices y/y,19.10%,,25.50%
MonMar 2,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,31.8,,31.5
MonMar 2,3:30am,CHF,Medium Impact Expected,Manufacturing PMI,32.6,34.8,35
MonMar 2,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,35,35.4,36.1
MonMar 2,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,34.8,35.4,35.4
MonMar 2,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,32.1,32.1,32.2
MonMar 2,4:00am,EUR,Medium Impact Expected,Final Manufacturing PMI,33.5,33.6,33.6
MonMar 2,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,34.7,34.9,35.8
MonMar 2,4:30am,GBP,Low Impact Expected,Mortgage Approvals,31K,33K,31K
MonMar 2,4:30am,GBP,Low Impact Expected,Net Lending to Individuals m/m,1.1B,1.8B,2.1B
MonMar 2,5:00am,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.20%,1.00%,1.10%
MonMar 2,5:00am,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.20%,0.20%,-0.10%
MonMar 2,8:30am,CAD,High Impact Expected,GDP m/m,-1.00%,-0.70%,-0.70%
MonMar 2,8:30am,USD,Medium Impact Expected,Core PCE Price Index m/m,0.10%,0.10%,0.00%
MonMar 2,8:30am,USD,Medium Impact Expected,Personal Spending m/m,0.60%,0.30%,-1.00%
MonMar 2,8:30am,USD,Low Impact Expected,Personal Income m/m,0.40%,-0.20%,-0.20%
MonMar 2,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,35.8,34,35.6
MonMar 2,10:00am,USD,Low Impact Expected,Construction Spending m/m,-3.30%,-1.50%,-2.40%
MonMar 2,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,29,35.5,29
MonMar 2,12:45pm,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
MonMar 2,1:30pm,CHF,Medium Impact Expected,SNB Chairman Roth Speaks,,,
MonMar 2,6:50pm,JPY,Low Impact Expected,Monetary Base y/y,6.40%,1.90%,3.90%
MonMar 2,7:30pm,AUD,High Impact Expected,Retail Sales m/m,0.20%,-0.50%,3.80%
MonMar 2,7:30pm,AUD,Medium Impact Expected,Current Account,-6.5B,-7.3B,-9.5B
MonMar 2,8:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,41.9,,51
