Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SunDec 1,4:30pm,AUD,Low Impact Expected,AIG Manufacturing Index,48.1,,51.6
SunDec 1,4:45pm,NZD,Low Impact Expected,Overseas Trade Index q/q,1.90%,1.10%,1.40%
SunDec 1,6:50pm,JPY,Low Impact Expected,Capital Spending q/y,7.10%,5.10%,1.90%
SunDec 1,7:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.00%,,0.10%
SunDec 1,7:30pm,AUD,High Impact Expected,Building Approvals m/m,-8.10%,-1.00%,7.20%
SunDec 1,7:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,-0.80%,1.00%,4.80%
SunDec 1,7:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-1.70%,,-1.00%
SunDec 1,7:30pm,JPY,Low Impact Expected,Final Manufacturing PMI,48.9,48.6,48.6
SunDec 1,8:45pm,CNY,High Impact Expected,Caixin Manufacturing PMI,51.8,51.5,51.7
MonDec 2,12:30am,AUD,Low Impact Expected,Commodity Prices y/y,-5.00%,,-1.00%
MonDec 2,2:30am,CHF,Low Impact Expected,Retail Sales y/y,0.70%,0.80%,1.60%
MonDec 2,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,47.5,46.5,46.8
MonDec 2,3:30am,CHF,Low Impact Expected,Manufacturing PMI,48.8,48.8,49.4
MonDec 2,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,47.6,47.5,47.7
MonDec 2,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,51.7,51.6,51.6
MonDec 2,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,44.1,43.8,43.8
MonDec 2,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,46.9,46.6,46.6
MonDec 2,4:30am,GBP,Medium Impact Expected,Final Manufacturing PMI,48.9,48.3,48.3
MonDec 2,9:00am,EUR,High Impact Expected,ECB President Lagarde Speaks,,,
MonDec 2,9:30am,CAD,Low Impact Expected,Manufacturing PMI,51.4,,51.2
MonDec 2,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,52.6,52.2,52.2
MonDec 2,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,48.1,49.2,48.3
MonDec 2,10:00am,USD,Low Impact Expected,Construction Spending m/m,-0.80%,0.30%,-0.30%
MonDec 2,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,46.7,47,45.5
MonDec 2,6:50pm,JPY,Low Impact Expected,Monetary Base y/y,3.30%,3.40%,3.10%
MonDec 2,7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,-4.90%,-0.40%,0.10%
MonDec 2,7:30pm,AUD,Medium Impact Expected,Current Account,7.9B,6.1B,4.7B
MonDec 2,10:30pm,AUD,High Impact Expected,Cash Rate,0.75%,0.75%,0.75%
MonDec 2,10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
MonDec 2,10:35pm,JPY,Low Impact Expected,10-y Bond Auction,-0.04|3.3,,-0.10|3.6
TueDec 3,2:30am,CHF,Low Impact Expected,CPI m/m,-0.10%,-0.10%,-0.20%
TueDec 3,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-107.7B,,-109.0B
TueDec 3,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,20.5K,75.2K,97.9K
TueDec 3,4:30am,GBP,Low Impact Expected,Construction PMI,45.3,44.5,44.2
TueDec 3,5:00am,EUR,Low Impact Expected,PPI m/m,0.10%,0.00%,0.10%
TueDec 3,5:36am,GBP,Low Impact Expected,10-y Bond Auction,0.74|2.2,,0.74|2.6
TueDec 3,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,17.1M,16.8M,16.6M
