Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SunMar 1,4:30pm,AUD,Low Impact Expected,AIG Manufacturing Index,44.3,,45.4
SunMar 1,4:45pm,NZD,Low Impact Expected,Overseas Trade Index q/q,2.60%,0.80%,1.70%
SunMar 1,6:50pm,JPY,Low Impact Expected,Capital Spending q/y,-3.50%,-2.50%,7.10%
SunMar 1,7:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,-0.10%,,0.30%
SunMar 1,7:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,-3.50%,-1.20%,-0.60%
SunMar 1,7:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,0.70%,,4.00%
SunMar 1,7:30pm,JPY,Low Impact Expected,Final Manufacturing PMI,47.8,47.6,47.6
SunMar 1,8:45pm,CNY,High Impact Expected,Caixin Manufacturing PMI,40.3,46.1,51.1
MonMar 2,12:30am,AUD,Low Impact Expected,Commodity Prices y/y,-6.10%,,-2.60%
MonMar 2,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,50.4,48.9,48.5
MonMar 2,3:30am,CHF,Low Impact Expected,Manufacturing PMI,49.5,47.9,47.8
MonMar 2,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,48.7,48,48.9
MonMar 2,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,49.8,49.7,49.7
MonMar 2,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,48,47.8,47.8
MonMar 2,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,49.2,49.1,49.1
MonMar 2,4:30am,GBP,Medium Impact Expected,Final Manufacturing PMI,51.7,51.9,51.9
MonMar 2,4:30am,GBP,Low Impact Expected,M4 Money Supply m/m,0.60%,0.20%,0.10%
MonMar 2,4:30am,GBP,Low Impact Expected,Mortgage Approvals,71K,68K,68K
MonMar 2,4:32am,GBP,Low Impact Expected,Net Lending to Individuals m/m,5.2B,5.9B,5.7B
MonMar 2,9:30am,CAD,Low Impact Expected,Manufacturing PMI,51.8,,50.6
MonMar 2,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,50.7,50.8,50.8
MonMar 2,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,50.1,50.5,50.9
MonMar 2,10:00am,USD,Low Impact Expected,Construction Spending m/m,1.80%,0.60%,0.20%
MonMar 2,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,45.9,51.2,53.3
MonMar 2,6:50pm,JPY,Low Impact Expected,Monetary Base y/y,3.60%,3.00%,2.90%
MonMar 2,7:30pm,AUD,High Impact Expected,Building Approvals m/m,-15.30%,1.10%,3.90%
MonMar 2,7:30pm,AUD,Medium Impact Expected,Current Account,1.0B,2.3B,6.5B
MonMar 2,10:30pm,AUD,High Impact Expected,Cash Rate,0.50%,0.50%,0.75%
MonMar 2,10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
MonMar 2,10:35pm,JPY,Low Impact Expected,10-y Bond Auction,-0.10|3.2,,-0.05|3.6
TueMar 3,12:00am,JPY,Low Impact Expected,Consumer Confidence,38.4,38.4,39.1
TueMar 3,1:45am,CHF,Low Impact Expected,GDP q/q,0.30%,0.20%,0.40%
TueMar 3,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-20.0B,,-92.8B
TueMar 3,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,-7.8K,8.2K,90.2K
TueMar 3,4:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,9.80%,9.80%,9.80%
TueMar 3,4:30am,GBP,High Impact Expected,Monetary Policy Report Hearings,,,
TueMar 3,4:30am,GBP,Low Impact Expected,Construction PMI,52.6,49,48.4
TueMar 3,5:00am,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.20%,1.40%,1.40%
TueMar 3,5:00am,EUR,Low Impact Expected,Core CPI Flash Estimate y/y,1.20%,1.20%,1.10%
