Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SunFeb 2,5:23pm,AUD,Low Impact Expected,AIG Manufacturing Index,46.7,,47.6
SunFeb 2,6:30pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.1%,,0.7%
SunFeb 2,All Day,CNY,Non-Economic,Bank Holiday,,,
SunFeb 2,7:30pm,AUD,High Impact Expected,Building Approvals m/m,-2.9%,-0.3%,-0.3%
SunFeb 2,7:49pm,CNY,Medium Impact Expected,Non-Manufacturing PMI,53.4,,54.6
MonFeb 3,12:30am,AUD,Low Impact Expected,Commodity Prices y/y,-9.9%,,-3.6%
MonFeb 3,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,52.2,51.3,50.8
MonFeb 3,3:30am,CHF,Medium Impact Expected,Manufacturing PMI,56.1,55.1,53.9
MonFeb 3,3:45am,EUR,Medium Impact Expected,Italian Manufacturing PMI,53.1,54.2,53.3
MonFeb 3,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,49.3,48.8,48.8
MonFeb 3,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,56.5,56.3,56.3
MonFeb 3,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,54.0,53.9,53.9
MonFeb 3,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,56.7,57.1,57.2
MonFeb 3,8:30am,CAD,Medium Impact Expected,RMPI m/m,1.9%,2.1%,-4.2%
MonFeb 3,9:00am,USD,Medium Impact Expected,Treasury Sec Lew Speaks,,,
MonFeb 3,9:30am,CAD,Low Impact Expected,Manufacturing PMI,51.7,,53.5
MonFeb 3,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,51.3,56.2,57.0
MonFeb 3,All Day,USD,Low Impact Expected,Total Vehicle Sales,15.2M,15.6M,15.4M
MonFeb 3,2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
MonFeb 3,6:50pm,JPY,Low Impact Expected,Monetary Base y/y,51.9%,47.2%,46.6%
MonFeb 3,7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.2%,,1.0%
MonFeb 3,All Day,CNY,Non-Economic,Bank Holiday,,,
MonFeb 3,10:30pm,AUD,High Impact Expected,Cash Rate,2.50%,2.50%,2.50%
MonFeb 3,10:45pm,JPY,Low Impact Expected,10-y Bond Auction,0.60|3.2,,0.72|3.8
TueFeb 4,3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,113.1K,-21.3K,-107.6K
TueFeb 4,4:30am,GBP,High Impact Expected,Construction PMI,64.6,61.6,62.1
TueFeb 4,5:00am,EUR,Low Impact Expected,PPI m/m,0.2%,0.3%,-0.1%
TueFeb 4,8:30am,NZD,Low Impact Expected,GDT Price Index,0.5%,,1.4%
TueFeb 4,10:00am,USD,Medium Impact Expected,Factory Orders m/m,-1.5%,-1.9%,1.5%
TueFeb 4,4:45pm,NZD,High Impact Expected,Employment Change q/q,1.1%,0.6%,1.2%
TueFeb 4,5:01pm,AUD,Low Impact Expected,AIG Services Index,49.3,,46.1
TueFeb 4,All Day,CNY,Non-Economic,Bank Holiday,,,
TueFeb 4,7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-1.0%,,-0.8%
TueFeb 4,8:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,0.8%,0.7%,0.6%
WedFeb 5,3:15am,EUR,Medium Impact Expected,Spanish Services PMI,54.9,55.3,54.2
WedFeb 5,3:45am,EUR,Medium Impact Expected,Italian Services PMI,49.4,48.2,47.9
WedFeb 5,3:50am,EUR,Low Impact Expected,French Final Services PMI,48.9,48.6,48.6
WedFeb 5,3:55am,EUR,Low Impact Expected,German Final Services PMI,53.1,53.6,53.6
WedFeb 5,4:00am,EUR,Low Impact Expected,Final Services PMI,51.6,51.9,51.9
WedFeb 5,4:30am,GBP,High Impact Expected,Final Services PMI,58.3,59.1,58.8
WedFeb 5,5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-1.6%,-0.7%,0.9%
WedFeb 5,8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,175K,191K,227K
WedFeb 5,8:30am,CAD,High Impact Expected,Building Permits m/m,-4.1%,2.3%,-6.6%
WedFeb 5,9:00am,USD,Low Impact Expected,Final Services PMI,56.7,56.6,56.6
WedFeb 5,10:00am,USD,High Impact Expected,ISM Services PMI,54.0,53.6,53.0
WedFeb 5,10:30am,USD,Medium Impact Expected,Crude Oil Inventories,0.4M,2.2M,6.4M
WedFeb 5,12:30pm,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
WedFeb 5,All Day,NZD,Non-Economic,Bank Holiday,,,
WedFeb 5,All Day,CNY,Non-Economic,Bank Holiday,,,
WedFeb 5,7:30pm,AUD,High Impact Expected,Retail Sales m/m,0.5%,0.5%,0.7%
WedFeb 5,10:45pm,JPY,Low Impact Expected,30-y Bond Auction,1.59|3.4,,1.67|3.3
ThuFeb 6,1:45am,CHF,Low Impact Expected,SECO Consumer Climate,2,0,-5
ThuFeb 6,2:00am,CHF,Low Impact Expected,Trade Balance,0.50B,2.41B,2.03B
ThuFeb 6,3:00am,GBP,Medium Impact Expected,Halifax HPI m/m,1.1%,1.1%,-0.5%
ThuFeb 6,4:10am,EUR,Low Impact Expected,Retail PMI,50.5,,47.7
ThuFeb 6,4:59am,EUR,Medium Impact Expected,French 10-y Bond Auction,2.25|2.1,,2.51|1.5
ThuFeb 6,6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,-0.5%,0.3%,2.4%
ThuFeb 6,7:00am,GBP,High Impact Expected,Asset Purchase Facility,375B,375B,375B
ThuFeb 6,7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,11.6%,,-5.9%
