Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SunMar 2,4:45pm,NZD,Medium Impact Expected,Overseas Trade Index q/q,2.30%,1.90%,7.50%
SunMar 2,5:15pm,AUD,Low Impact Expected,AIG Manufacturing Index,48.6,,46.7
SunMar 2,6:30pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.20%,,0.10%
SunMar 2,6:50pm,JPY,Medium Impact Expected,Capital Spending q/y,4.00%,5.10%,1.50%
SunMar 2,6:59pm,AUD,Medium Impact Expected,HIA New Home Sales m/m,0.50%,,-0.40%
SunMar 2,All Day,All,High Impact Expected,G7 Meetings,,,
SunMar 2,7:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,5.10%,,0
SunMar 2,7:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,1.70%,2.30%,4.30%
SunMar 2,8:00pm,CNY,Medium Impact Expected,Non-Manufacturing PMI,55,,53.4
SunMar 2,8:45pm,CNY,High Impact Expected,Caixin Manufacturing PMI,48.5,48.5,48.3
MonMar 3,12:30am,AUD,Low Impact Expected,Commodity Prices y/y,-12.10%,,-9.30%
MonMar 3,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,52.5,53.2,52.2
MonMar 3,3:30am,CHF,Medium Impact Expected,Manufacturing PMI,57.6,57.2,56.1
MonMar 3,3:45am,EUR,Medium Impact Expected,Italian Manufacturing PMI,52.3,53.7,53.1
MonMar 3,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,49.7,48.5,48.5
MonMar 3,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,54.8,54.7,54.7
MonMar 3,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,53.2,53.2,53
MonMar 3,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,56.9,56.9,56.6
MonMar 3,4:30am,GBP,Medium Impact Expected,Net Lending to Individuals m/m,2.1B,2.5B,2.3B
MonMar 3,4:30am,GBP,Low Impact Expected,M4 Money Supply m/m,0.30%,0.30%,-1.40%
MonMar 3,4:30am,GBP,Low Impact Expected,Mortgage Approvals,77K,74K,73K
MonMar 3,8:30am,CAD,Medium Impact Expected,RMPI m/m,2.60%,2.30%,1.80%
MonMar 3,8:30am,CAD,Low Impact Expected,IPPI m/m,1.40%,0.90%,0.60%
MonMar 3,8:30am,USD,Medium Impact Expected,Core PCE Price Index m/m,0.10%,0.10%,0.10%
MonMar 3,8:30am,USD,Medium Impact Expected,Personal Spending m/m,0.40%,0.20%,0.10%
MonMar 3,8:30am,USD,Low Impact Expected,Personal Income m/m,0.30%,0.20%,0.00%
MonMar 3,9:00am,EUR,High Impact Expected,ECB President Draghi Speaks,,,
MonMar 3,9:00am,USD,Low Impact Expected,Final Manufacturing PMI,57.1,56.7,56.7
MonMar 3,9:30am,CAD,Low Impact Expected,Manufacturing PMI,52.9,,51.7
MonMar 3,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,53.2,52.3,51.3
MonMar 3,10:00am,USD,Low Impact Expected,Construction Spending m/m,0.10%,0.00%,1.50%
MonMar 3,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,60,57.2,60.5
MonMar 3,All Day,USD,Low Impact Expected,Total Vehicle Sales,15.3M,15.3M,15.2M
MonMar 3,6:50pm,JPY,Low Impact Expected,Monetary Base y/y,55.70%,54.20%,51.90%
MonMar 3,7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,0.90%,,1.20%
MonMar 3,7:30pm,AUD,High Impact Expected,Building Approvals m/m,6.80%,0.70%,-1.30%
MonMar 3,7:30pm,AUD,Medium Impact Expected,Current Account,-10.1B,-10.1B,-12.5B
MonMar 3,8:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,-0.20%,0.30%,0.50%
MonMar 3,10:30pm,AUD,High Impact Expected,Cash Rate,2.50%,2.50%,2.50%
MonMar 3,10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
MonMar 3,10:45pm,JPY,Low Impact Expected,10-y Bond Auction,0.60|3.5,,0.60|3.2
TueMar 4,3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,-1.9K,74.2K,113.1K
