Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SatDec 1,Day 2,All,High Impact Expected,G20 Meetings,,,
SatDec 1,4:00am,CHF,Medium Impact Expected,SNB Chairman Jordan Speaks,,,
SunDec 2,4:30pm,AUD,Low Impact Expected,AIG Manufacturing Index,51.3,,58.3
SunDec 2,4:45pm,NZD,Low Impact Expected,Overseas Trade Index q/q,-0.30%,0.10%,0.40%
SunDec 2,6:50pm,JPY,Low Impact Expected,Capital Spending q/y,4.50%,8.60%,12.80%
SunDec 2,7:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.00%,,0.10%
SunDec 2,7:30pm,AUD,Medium Impact Expected,Building Approvals m/m,-1.50%,-1.40%,5.50%
SunDec 2,7:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,1.90%,2.90%,2.40%
SunDec 2,7:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-0.30%,,0.30%
SunDec 2,7:30pm,JPY,Low Impact Expected,Final Manufacturing PMI,52.2,51.8,51.8
SunDec 2,8:45pm,CNY,Low Impact Expected,Caixin Manufacturing PMI,50.2,50.1,50.1
MonDec 3,12:30am,AUD,Low Impact Expected,Commodity Prices y/y,14.90%,,14.90%
MonDec 3,3:15am,CHF,Low Impact Expected,Retail Sales y/y,0.80%,-0.70%,-2.50%
MonDec 3,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,52.6,51.5,51.8
MonDec 3,3:30am,CHF,Low Impact Expected,Manufacturing PMI,57.7,56.3,57.4
MonDec 3,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,48.6,48.9,49.2
MonDec 3,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,50.8,50.7,50.7
MonDec 3,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,51.8,51.6,51.6
MonDec 3,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,51.8,51.5,51.5
MonDec 3,4:30am,GBP,Medium Impact Expected,Final Manufacturing PMI,53.1,51.6,51.1
MonDec 3,All Day,EUR,Low Impact Expected,Eurogroup Meetings,,,
MonDec 3,6:30am,USD,Medium Impact Expected,FOMC Member Clarida Speaks,,,
MonDec 3,8:00am,USD,Medium Impact Expected,FOMC Member Quarles Speaks,,,
MonDec 3,9:15am,USD,Medium Impact Expected,FOMC Member Williams Speaks,,,
MonDec 3,9:30am,CAD,Low Impact Expected,Manufacturing PMI,54.9,,53.9
MonDec 3,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,55.3,55.4,55.4
MonDec 3,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,59.3,57.5,57.7
MonDec 3,10:00am,USD,Low Impact Expected,Construction Spending m/m,-0.10%,0.40%,-0.10%
MonDec 3,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,60.7,70.1,71.6
MonDec 3,All Day,USD,Low Impact Expected,Total Vehicle Sales,17.5M,17.3M,17.6M
MonDec 3,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,17.4M,17.2M,17.5M
MonDec 3,10:30am,USD,Medium Impact Expected,FOMC Member Brainard Speaks,,,
MonDec 3,12:30pm,GBP,Medium Impact Expected,MPC Member Haldane Speaks,,,
MonDec 3,6:00pm,USD,High Impact Expected,Fed Chair Powell Speaks,,,
MonDec 3,6:00pm,USD,Medium Impact Expected,FOMC Member Brainard Speaks,,,
MonDec 3,6:50pm,JPY,Low Impact Expected,Monetary Base y/y,6.10%,5.70%,5.90%
MonDec 3,7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,-0.50%,0.30%,0.10%
MonDec 3,7:30pm,AUD,Medium Impact Expected,Current Account,-10.7B,-10.2B,-12.1B
MonDec 3,10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
MonDec 3,10:30pm,AUD,Medium Impact Expected,Cash Rate,1.50%,1.50%,1.50%
MonDec 3,10:35pm,JPY,Low Impact Expected,10-y Bond Auction,0.07|3.8,,0.14|4.3
TueDec 4,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-87.0B,,-87.1B
TueDec 4,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,-1.8K,34.2K,52.2K
TueDec 4,3:15am,CHF,Low Impact Expected,CPI m/m,-0.30%,-0.10%,0.20%
TueDec 4,4:15am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
TueDec 4,4:30am,GBP,Medium Impact Expected,Construction PMI,53.4,52.5,53.2
TueDec 4,5:00am,EUR,Low Impact Expected,PPI m/m,0.80%,0.50%,0.60%
TueDec 4,All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
TueDec 4,8:30am,CAD,Low Impact Expected,Labor Productivity q/q,0.30%,0.40%,0.70%
