Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SatApr 1,10:00am,NZD,Non-Economic,Daylight Saving Time Shift,,,
SatApr 1,12:00pm,AUD,Non-Economic,Daylight Saving Time Shift,,,
SunApr 2,7:30pm,AUD,Low Impact Expected,AIG Manufacturing Index,57.5,,59.3
SunApr 2,7:50pm,JPY,Medium Impact Expected,Tankan Manufacturing Index,12,14,10
SunApr 2,7:50pm,JPY,Medium Impact Expected,Tankan Non-Manufacturing Index,20,19,18
SunApr 2,All Day,CNY,Non-Economic,Bank Holiday,,,
SunApr 2,8:30pm,JPY,Low Impact Expected,Final Manufacturing PMI,52.4,52.6,52.6
SunApr 2,9:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.10%,,-0.30%
SunApr 2,9:30pm,AUD,High Impact Expected,Retail Sales m/m,-0.10%,0.30%,0.40%
SunApr 2,9:30pm,AUD,Medium Impact Expected,Building Approvals m/m,8.30%,-1.40%,2.20%
SunApr 2,9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,0.30%,,-0.80%
MonApr 3,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,50.10%,,59.10%
MonApr 3,3:15am,CHF,Low Impact Expected,Retail Sales y/y,0.60%,-0.80%,-1.20%
MonApr 3,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,53.9,54.6,54.8
MonApr 3,3:30am,CHF,Low Impact Expected,Manufacturing PMI,58.6,58.2,57.8
MonApr 3,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,55.7,55.2,55
MonApr 3,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,53.3,53.4,53.4
MonApr 3,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,58.3,58.3,58.3
MonApr 3,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,56.2,56.3,56.2
MonApr 3,4:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,11.50%,11.90%,11.80%
MonApr 3,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,54.2,55.1,54.5
